EmpId,EmpCounty
2538,Papua New Guinea
2539,Croatia
2540,Yemen
2541,Moldova
2542,Norway
2543,Cocos Islands
2544,Bhutan
2545,Burundi
2546,Zambia
2547,Viet Nam
2548,Iceland
2549,Comoros
2550,French Guiana
2551,Angola
2552,Nepal
2553,Fiji
2554,Uzbekistan
2555,Norway
2556,Bosnia And Herzegowina
2557,El Salvador
2558,Maldives
2559,Kuwait
2560,Armenia
2561,Niue
2562,Liberia
2563,Bahamas
2564,Marshall Islands
2565,United States
2566,Luxembourg
2567,Niue
2568,Japan
2569,Burkina Faso
2570,United Kingdom
2571,Namibia
2572,East Timor
2573,Cocos Islands
2574,New Zealand
2575,Sao Tome
2576,Korea (South)
2577,Maldives
2578,Angola
2579,Iran
2580,Ireland
2581,Djibouti
2582,Egypt
2583,Liberia
2584,Saint Lucia
2585,Chad
2586,Christmas Island
2587,Uzbekistan
2588,Martinique
2589,Slovakia
2590,Sierra Leone
2591,Ghana
2592,Libya
2593,Anguilla
2594,French S. Territories
2595,Central African Rep
2596,Tuvalu
2597,Uzbekistan
2598,Myanmar
2599,Virgin Islands (U.S.)
2600,Poland
2601,Indonesia
2602,Kiribati
2603,Vatican City State
2604,Virgin Islands (U.S.)
2605,Turkey
2606,Taiwan
2607,Italy
2608,Slovakia
2609,Oman
2610,Bangladesh
2611,Lesotho
2612,Guam
2613,Viet Nam
2614,Luxembourg
2615,Kenya
2616,Belarus
2617,Iran
2618,Antigua And Barbuda
2619,Cameroon
2620,Guadeloupe
2621,Poland
2622,Greece
2623,Slovakia
2624,Netherlands Antilles
2625,Guinea
2626,Guatemala
2627,French Polynesia
2628,Belarus
2629,French Polynesia
2630,Laos
2631,Somalia
2632,Guatemala
2633,Samoa
2634,French S. Territories
2635,Venezuela
2636,Zaire
2637,Maldives
2638,Bhutan
2639,Somalia
2640,Namibia
2641,Dominican Republic
2642,Virgin Islands (U.S.)
2643,Greenland
2644,Namibia
2645,Puerto Rico
2646,Benin
2647,Zambia
2648,Christmas Island
2649,Haiti
2650,Cambodia
2651,Madagascar
2652,Romania
2653,New Zealand
2654,Cambodia
2655,New Caledonia
2656,Tajikistan
2657,Ghana
2658,Oman
2659,Tokelau
2660,El Salvador
2661,Guam
2662,Eritrea
2663,Myanmar
2664,New Zealand
2665,India
2666,Northern Mariana Islands
2667,Virgin Islands (U.S.)
2668,United Arab Emirates
2669,Argentina
2670,Marshall Islands
2671,Burundi
2672,Senegal
2673,New Zealand
2674,United Kingdom
2675,Croatia
2676,Estonia
2677,Korea (South)
2678,Yugoslavia
2679,Switzerland
2680,Norfolk Island
2681,Nauru
2682,Yugoslavia
2683,Macedonia
2684,Greenland
2685,Puerto Rico
2686,Cyprus
2687,Cook Islands
2688,Liechtenstein
2689,India
2690,Belize
2691,Mozambique
2692,Chad
2693,Laos
2694,Palau
2695,Nauru
2696,Macedonia
2697,Micronesia
2698,Hungary
2699,St.Pierre
2700,United Arab Emirates
2701,Trinidad And Tobago
2702,Ghana
2703,French Polynesia
2704,Latvia
2705,Hungary
2706,Bouvet Island
2707,Angola
2708,East Timor
2709,Jordan
2710,Brunei Darussalam
2711,Cuba
2712,Lesotho
2713,Virgin Islands (British)
2714,Czech Republic
2715,Paraguay
2716,Iran
2717,East Timor
2718,Italy
2719,Suriname
2720,Kuwait
2721,Guam
2722,Nicaragua
2723,Eritrea
2724,Cayman Islands
2725,Andorra
2726,Mexico
2727,Venezuela
2728,Belgium
2729,Yemen
2730,Viet Nam
2731,China
2732,Equatorial Guinea
2733,Brunei Darussalam
2734,Kenya
2735,Belize
2736,Benin
2737,Austria
2738,Romania
2739,Vanuatu
2740,Malta
2741,Jordan
2742,Iraq
2743,Monaco
2744,Poland
2745,Burundi
2746,Spain
2747,Tajikistan
2748,Virgin Islands (U.S.)
2749,Netherlands Antilles
2750,Lithuania
2751,Kenya
2752,French Guiana
2753,Niue
2754,Azerbaijan
2755,Ireland
2756,Trinidad And Tobago
2757,Rwanda
2758,Guatemala
2759,Tajikistan
2760,Chile
2761,Haiti
2762,Spain
2763,Vatican City State
2764,Jamaica
2765,Nepal
2766,Korea (South)
2767,St Vincent/Grenadines
2768,Uruguay
2769,Marshall Islands
2770,Morocco
2771,Senegal
2772,Lesotho
2773,Maldives
2774,Vanuatu
2775,Philippines
2776,Swaziland
2777,Northern Mariana Islands
2778,Brunei Darussalam
2779,Yugoslavia
2780,Bulgaria
2781,Laos
2782,Guyana
2783,Germany
2784,Solomon Islands
2785,Mongolia
2786,Venezuela
2787,Nepal
2788,Zambia
2789,Ghana
2790,New Zealand
2791,Guadeloupe
2792,Thailand
2793,Uruguay
2794,New Zealand
2795,Cambodia
2796,Montserrat
2797,Chad
2798,St. Helena
2799,Cook Islands
2800,Turkmenistan
2801,Virgin Islands (U.S.)
2802,Zimbabwe
2803,New Zealand
2804,Paraguay
2805,Netherlands Antilles
2806,Equatorial Guinea
2807,Belize
2808,Guam
2809,Kiribati
2810,United Kingdom
2811,Nicaragua
2812,Algeria
2813,Peru
2814,Thailand
2815,Afghanistan
2816,China
2817,Central African Rep
2818,Kazakhstan
2819,Kenya
2820,Korea (South)
2821,Malaysia
2822,Norway
2823,Indonesia
2824,Chile
2825,Indonesia
2826,Malta
2827,Ireland
2828,United Kingdom
2829,Sri Lanka
2830,Thailand
2831,Netherlands
2832,Vanuatu
2833,Jordan
2834,Niger
2835,Ukraine
2836,Bosnia And Herzegowina
2837,Malawi
2838,India
2839,Bangladesh
2840,Germany
2841,Iran
2842,Panama
2843,Costa Rica
2844,Saint Kitts And Nevis
2845,Cook Islands
2846,Niue
2847,Turkmenistan
2848,Greenland
2849,Vanuatu
2850,Cameroon
2851,Congo
2852,Cook Islands
2853,Namibia
2854,Uganda
2855,St Vincent/Grenadines
2856,St.Pierre
2857,Botswana
2858,Eritrea
2859,Nigeria
2860,Dominica
2861,Lebanon
2862,Netherlands
2863,Senegal
2864,Belarus
2865,Tokelau
2866,Somalia
2867,Hong Kong
2868,Mongolia
2869,El Salvador
2870,Somalia
2871,Morocco
2872,Lebanon
2873,Bhutan
2874,Aruba
2875,Tokelau
2876,Guam
2877,Laos
2878,Saint Lucia
2879,Saint Kitts And Nevis
2880,Martinique
2881,Virgin Islands (U.S.)
2882,New Caledonia
2883,Kazakhstan
2884,Liberia
2885,Peru
2886,Iceland
2887,Estonia
2888,Malta
2889,Guinea-bissau
2890,Mayotte
2891,French S. Territories
2892,Antarctica
2893,Panama
2894,Netherlands Antilles
2895,Liberia
2896,Puerto Rico
2897,Christmas Island
2898,Cayman Islands
2899,Martinique
2900,Bulgaria
2901,Belize
2902,Virgin Islands (British)
2903,Tajikistan
2904,Antigua And Barbuda
2905,Lebanon
2906,Guadeloupe
2907,Benin
2908,Syrian Arab Republic
2909,Reunion
2910,Nauru
2911,Saint Lucia
2912,Guyana
2913,Cook Islands
2914,South Africa
2915,Macedonia
2916,Peru
2917,Qatar
2918,Armenia
2919,Maldives
2920,Slovenia
2921,Guinea-bissau
2922,Aruba
2923,Marshall Islands
2924,Northern Mariana Islands
2925,Peru
2926,Azerbaijan
2927,Vanuatu
2928,French Guiana
2929,American Samoa
2930,Netherlands
2931,Hong Kong
2932,New Caledonia
2933,Suriname
2934,Guinea
2935,Bolivia
2936,East Timor
2937,Denmark
2938,Pitcairn
2939,Guyana
2940,United Arab Emirates
2941,Fiji
2942,Chile
2943,Vatican City State
2944,Guinea
2945,Spain
2946,Belgium
2947,Philippines
2948,Syrian Arab Republic
2949,Liberia
2950,Marshall Islands
2951,Jamaica
2952,Iceland
2953,Madagascar
2954,Iceland
2955,Germany
2956,Uruguay
2957,East Timor
2958,Mongolia
2959,Zambia
2960,Virgin Islands (British)
2961,Cape Verde
2962,Brazil
2963,Central African Rep
2964,Botswana
2965,Algeria
2966,Taiwan
2967,Philippines
2968,United Kingdom
2969,French Polynesia
2970,Croatia
2971,Denmark
2972,Sudan
2973,Saudi Arabia
2974,Ghana
2975,Bermuda
2976,Mozambique
2977,Bosnia And Herzegowina
2978,Martinique
2979,Lebanon
2980,Greece
2981,Brazil
2982,Fiji
2983,Armenia
2984,Algeria
2985,Fiji
2986,Korea (North)
2987,Angola
2988,Albania
2989,Turkey
2990,Slovenia
2991,Mayotte
2992,Mozambique
2993,Slovenia
2994,Libya
2995,Egypt
2996,Armenia
2997,Saint Kitts And Nevis
2998,Spain
2999,Belarus
3000,Gambia
3001,Chile
3002,Congo
3003,Panama
3004,Cambodia
3005,Cambodia
3006,Brazil
3007,East Timor
3008,Bulgaria
3009,Austria
3010,Liechtenstein
3011,Liechtenstein
3012,Finland
3013,Malaysia
3014,El Salvador
3015,Malta
3016,Sweden
3017,Guadeloupe
3018,Micronesia
3019,Oman
3020,Guatemala
3021,Faroe Islands
3022,Venezuela
3023,Sri Lanka
3024,Botswana
3025,Netherlands Antilles
3026,Ghana
3027,Colombia
3028,Suriname
3029,Montserrat
3030,Korea (South)
3031,Martinique
3032,Central African Rep
3033,Mayotte
3034,Pitcairn
3035,Spain
3036,Guinea
3037,Haiti
3038,Burkina Faso
3039,Chile
3040,Northern Mariana Islands
3041,Korea (South)
3042,St Vincent/Grenadines
3043,Kuwait
3044,Bermuda
3045,Bulgaria
3046,Cameroon
3047,Gabon
3048,Ecuador
3049,Nigeria
3050,Singapore
3051,Estonia
3052,Kiribati
3053,Qatar
3054,Rwanda
3055,San Marino
3056,Viet Nam
3057,Samoa
3058,India
3059,Singapore
3060,Martinique
3061,Pitcairn
3062,Liberia
3063,Guadeloupe
3064,Malta
3065,India
3066,Norway
3067,Venezuela
3068,Seychelles
3069,France
3070,Solomon Islands
3071,Uzbekistan
3072,United States
3073,St. Helena
3074,Kyrgyzstan
3075,Antarctica
3076,Benin
3077,Tonga
3078,Antarctica
3079,Croatia
3080,Luxembourg
3081,Saudi Arabia
3082,Virgin Islands (U.S.)
3083,Malaysia
3084,Uganda
3085,Kiribati
3086,Kazakhstan
3087,French Guiana
3088,Oman
3089,Korea (North)
3090,Haiti
3091,Central African Rep
3092,Kiribati
3093,Mongolia
3094,Andorra
3095,Uruguay
3096,Latvia
3097,Paraguay
3098,Moldova
3099,Turkey
3100,Angola
3101,Germany
3102,Gambia
3103,Yugoslavia
3104,St. Helena
3105,Kuwait
3106,Singapore
3107,Turkey
3108,Uzbekistan
3109,Nepal
3110,South Africa
3111,Chad
3112,Laos
3113,Slovakia
3114,Nicaragua
3115,Samoa
3116,Spain
3117,Samoa
3118,Georgia
3119,Cameroon
3120,Tokelau
3121,Switzerland
3122,Mayotte
3123,Switzerland
3124,San Marino
3125,Bulgaria
3126,Lebanon
3127,Morocco
3128,Mexico
3129,Slovakia
3130,Mauritania
3131,Myanmar
3132,Laos
3133,Zaire
3134,Luxembourg
3135,Saint Lucia
3136,Zimbabwe
3137,Greenland
3138,Kenya
3139,Togo
3140,United Arab Emirates
3141,St.Pierre
3142,Nigeria
3143,Luxembourg
3144,Tajikistan
3145,Burkina Faso
3146,Norway
3147,Korea (North)
3148,Reunion
3149,Northern Mariana Islands
3150,Denmark
3151,China
3152,French Polynesia
3153,Cambodia
3154,St.Pierre
3155,Turkey
3156,Estonia
3157,Barbados
3158,Virgin Islands (U.S.)
3159,Ecuador
3160,Sweden
3161,Marshall Islands
3162,Benin
3163,Kiribati
3164,Barbados
3165,Nauru
3166,Hong Kong
3167,Macedonia
3168,Gabon
3169,Tuvalu
3170,Maldives
3171,Zaire
3172,Singapore
3173,Israel
3174,Saint Lucia
3175,Micronesia
3176,Canada
3177,Greenland
3178,Guadeloupe
3179,Maldives
3180,Anguilla
3181,Northern Mariana Islands
3182,Samoa
3183,France
3184,St Vincent/Grenadines
3185,Paraguay
3186,Guyana
3187,United Kingdom
3188,St Vincent/Grenadines
3189,Bosnia And Herzegowina
3190,Chad
3191,Macedonia
3192,Botswana
3193,Papua New Guinea
3194,Tanzania
3195,Monaco
3196,Moldova
3197,Croatia
3198,Cape Verde
3199,Bosnia And Herzegowina
3200,Sao Tome
3201,Martinique
3202,Lebanon
3203,Malawi
3204,Lithuania
3205,Namibia
3206,Senegal
3207,Brazil
3208,Germany
3209,Poland
3210,Bulgaria
3211,Jamaica
3212,Haiti
3213,Seychelles
3214,St Vincent/Grenadines
3215,New Caledonia
3216,Finland
3217,East Timor
3218,Senegal
3219,Andorra
3220,Guyana
3221,Solomon Islands
3222,Cayman Islands
3223,Papua New Guinea
3224,Algeria
3225,Kyrgyzstan
3226,Gambia
3227,Equatorial Guinea
3228,Puerto Rico
3229,St. Helena
3230,Cuba
3231,Myanmar
3232,Ghana
3233,Tonga
3234,Cuba
3235,United Kingdom
3236,Viet Nam
3237,Latvia
3238,Sierra Leone
3239,Yemen
3240,China
3241,Italy
3242,Syrian Arab Republic
3243,Colombia
3244,Bahrain
3245,St Vincent/Grenadines
3246,Vatican City State
3247,Bahamas
3248,Bermuda
3249,India
3250,Uzbekistan
3251,Japan
3252,Anguilla
3253,Afghanistan
3254,Jamaica
3255,Ethiopia
3256,San Marino
3257,Mongolia
3258,Netherlands
3259,Bhutan
3260,Cameroon
3261,United Kingdom
3262,Canada
3263,Albania
3264,Slovenia
3265,Seychelles
3266,Poland
3267,Paraguay
3268,Tonga
3269,New Caledonia
3270,Guinea
3271,Mali
3272,Azerbaijan
3273,Micronesia
3274,Czech Republic
3275,Turkmenistan
3276,Switzerland
3277,Cambodia
3278,Turkey
3279,St Vincent/Grenadines
3280,Qatar
3281,Belgium
3282,Malaysia
3283,Norway
3284,Kazakhstan
3285,Nigeria
3286,Angola
3287,Marshall Islands
3288,Dominican Republic
3289,Pakistan
3290,Argentina
3291,Chile
3292,Palau
3293,Netherlands Antilles
3294,St.Pierre
3295,Turkmenistan
3296,Norfolk Island
3297,Algeria
3298,Indonesia
3299,French Guiana
3300,Spain
3301,Iceland
3302,Uruguay
3303,Colombia
3304,Denmark
3305,Zambia
3306,Somalia
3307,Haiti
3308,Mali
3309,Zaire
3310,Faroe Islands
3311,Russian Federation
3312,Andorra
3313,Saint Kitts And Nevis
3314,Portugal
3315,Macedonia
3316,Luxembourg
3317,New Caledonia
3318,Saint Kitts And Nevis
3319,Sierra Leone
3320,Namibia
3321,Romania
3322,Brunei Darussalam
3323,Bahrain
3324,Niue
3325,Yemen
3326,Belize
3327,Poland
3328,Austria
3329,Tanzania
3330,Jordan
3331,Haiti
3332,Pakistan
3333,Denmark
3334,Bahamas
3335,Tajikistan
3336,Ecuador
3337,Malaysia
3338,Tajikistan
3339,Guinea-bissau
3340,Haiti
3341,Nauru
3342,Germany
3343,Palau
3344,Bahrain
3345,Palau
3346,Estonia
3347,Jordan
3348,Togo
3349,Tokelau
3350,Portugal
3351,Morocco
3352,French Guiana
3353,Belgium
3354,Guinea
3355,Taiwan
3356,Antigua And Barbuda
3357,Cambodia
3358,Belarus
3359,Kenya
3360,Cambodia
3361,Poland
3362,Mexico
3363,Somalia
3364,Luxembourg
3365,Sierra Leone
3366,Azerbaijan
3367,Mali
3368,Guyana
3369,Saudi Arabia
3370,Angola
3371,Ghana
3372,Korea (South)
3373,Iraq
3374,Ghana
3375,Kiribati
3376,Iceland
3377,Malta
3378,Guyana
3379,Bosnia And Herzegowina
3380,Congo
3381,Qatar
3382,Uruguay
3383,Faroe Islands
3384,Germany
3385,Algeria
3386,Cocos Islands
3387,Cape Verde
3388,Uruguay
3389,Thailand
3390,Bulgaria
3391,Poland
3392,Estonia
3393,Macau
3394,Sao Tome
3395,Uruguay
3396,Puerto Rico
3397,Greece
3398,Syrian Arab Republic
3399,Faroe Islands
3400,Viet Nam
3401,Lebanon
3402,United States
3403,Nepal
3404,Jamaica
3405,Aruba
3406,Somalia
3407,Rwanda
3408,Switzerland
3409,Vanuatu
3410,Tanzania
3411,Nauru
3412,Lebanon
3413,Switzerland
3414,Dominica
3415,Iran
3416,Seychelles
3417,Venezuela
3418,Aruba
3419,Panama
3420,Bhutan
3421,Canada
3422,Mali
3423,Fiji
3424,Argentina
3425,Haiti
3426,Australia
3427,Virgin Islands (British)
3428,Turkmenistan
3429,Albania
3430,Azerbaijan
3431,Suriname
3432,Cyprus
3433,Kazakhstan
3434,Cameroon
3435,St.Pierre
3436,Uganda
3437,Senegal
3438,Djibouti
3439,Chile
3440,Grenada
3441,Comoros
3442,Greenland
3443,China
3444,Yemen
3445,Cook Islands
3446,French S. Territories
3447,Faroe Islands
3448,Peru
3449,Tanzania
3450,Liberia
3451,Eritrea
3452,Turkmenistan
3453,Italy
3454,Mauritius
3455,Burkina Faso
3456,Sierra Leone
3457,Slovakia
3458,American Samoa
3459,Uruguay
3460,Bulgaria
3461,Taiwan
3462,Guadeloupe
3463,Finland
3464,Bulgaria
3465,Lithuania
3466,Yemen
3467,Cambodia
3468,Brazil
3469,Syrian Arab Republic
3470,Brunei Darussalam
3471,Austria
3472,Ghana
3473,Comoros
3474,Saint Lucia
3475,Vanuatu
3476,Portugal
3477,Honduras
3478,Jamaica
3479,Israel
3480,Latvia
3481,Germany
3482,Russian Federation
3483,Senegal
3484,Kyrgyzstan
3485,Czech Republic
3486,Ukraine
3487,Martinique
3488,Benin
3489,Luxembourg
3490,Finland
3491,Nigeria
3492,France
3493,Puerto Rico
3494,Macedonia
3495,Bahamas
3496,Taiwan
3497,Madagascar
3498,Cocos Islands
3499,Finland
3500,Northern Mariana Islands
3501,Mongolia
3502,French Guiana
3503,Honduras
3504,Cocos Islands
3505,Guyana
3506,Namibia
3507,Greece
3508,St.Pierre
3509,Netherlands Antilles
3510,Indonesia
3511,South Africa
3512,Madagascar
3513,Dominica
3514,Tunisia
3515,Maldives
3516,Christmas Island
3517,Jordan
3518,Burundi
3519,Guam
3520,Togo
3521,Yemen
3522,Uruguay
3523,French Polynesia
3524,United Kingdom
3525,Syrian Arab Republic
3526,Belize
3527,Trinidad And Tobago
3528,Syrian Arab Republic
3529,Lebanon
3530,Cayman Islands
3531,Ethiopia
3532,Fiji
3533,Palau
3534,Netherlands Antilles
3535,Ukraine
3536,Iraq
3537,Namibia
3538,Mali
3539,Congo
3540,Anguilla
3541,Virgin Islands (U.S.)
3542,Sri Lanka
3543,Venezuela
3544,Togo
3545,Northern Mariana Islands
3546,Congo
3547,Cyprus
3548,Romania
3549,Kazakhstan
3550,Croatia
3551,Saudi Arabia
3552,Angola
3553,Czech Republic
3554,Belize
3555,Guadeloupe
3556,Australia
3557,Somalia
3558,Mexico
3559,Romania
3560,Honduras
3561,Ghana
3562,Poland
3563,Fiji
3564,Myanmar
3565,Bhutan
3566,Lithuania
3567,Tajikistan
3568,Benin
3569,Singapore
3570,Guinea
3571,Kenya
3572,Tajikistan
3573,Tanzania
3574,Mozambique
3575,Indonesia
3576,St. Helena
3577,Liberia
3578,Zambia
3579,Guam
3580,Guadeloupe
3581,Vanuatu
3582,French Guiana
3583,St. Helena
3584,Thailand
3585,Lesotho
3586,Solomon Islands
3587,Niue
3588,Ghana
3589,Seychelles
3590,Afghanistan
3591,Antigua And Barbuda
3592,Grenada
3593,Switzerland
3594,Barbados
3595,Angola
3596,United Kingdom
3597,Dominica
3598,Paraguay
3599,Cote D`ivoire
3600,Central African Rep
3601,Liechtenstein
3602,Guyana
3603,Zimbabwe
3604,Antigua And Barbuda
3605,Paraguay
3606,Vanuatu
3607,Tonga
3608,Indonesia
3609,Finland
3610,Grenada
3611,Malta
3612,Germany
3613,Croatia
3614,Slovenia
3615,Turkey
3616,Zaire
3617,Mauritius
3618,Bulgaria
3619,Malawi
3620,Finland
3621,Israel
3622,Bouvet Island
3623,Mozambique
3624,Aruba
3625,Australia
3626,Cocos Islands
3627,Austria
3628,Spain
3629,Cyprus
3630,Netherlands Antilles
3631,Yemen
3632,Yemen
3633,Burundi
3634,Fiji
3635,Latvia
3636,Denmark
3637,Gambia
3638,Nepal
3639,Namibia
3640,Zambia
3641,Rwanda
3642,Falkland Islands (Malvinas)
3643,Nepal
3644,Australia
3645,Rwanda
3646,Russian Federation
3647,Equatorial Guinea
3648,Falkland Islands (Malvinas)
3649,Fiji
3650,Ghana
3651,Netherlands Antilles
3652,Solomon Islands
3653,Costa Rica
3654,France
3655,St Vincent/Grenadines
3656,Reunion
3657,Argentina
3658,Tokelau
3659,Brazil
3660,Macedonia
3661,Poland
3662,Tonga
3663,Moldova
3664,Macau
3665,Iraq
3666,Egypt
3667,Cyprus
3668,Viet Nam
3669,Zambia
3670,Christmas Island
3671,Algeria
3672,Kiribati
3673,Brazil
3674,Bahamas
3675,Myanmar
3676,Costa Rica
3677,Israel
3678,Taiwan
3679,Paraguay
3680,Nauru
3681,Estonia
3682,Iran
3683,Croatia
3684,Iceland
3685,Aruba
3686,Venezuela
3687,Korea (South)
3688,Kyrgyzstan
3689,Gabon
3690,Iran
3691,Benin
3692,Northern Mariana Islands
3693,Australia
3694,French S. Territories
3695,Italy
3696,Malawi
3697,Papua New Guinea
3698,Armenia
3699,Trinidad And Tobago
3700,Trinidad And Tobago
3701,Eritrea
3702,Sierra Leone
3703,Nepal
3704,Reunion
3705,Qatar
3706,Tuvalu
3707,Puerto Rico
3708,Tanzania
3709,Christmas Island
3710,Congo
3711,Ghana
3712,Tonga
3713,Mayotte
3714,Brazil
3715,Ireland
3716,Canada
3717,Yemen
3718,Guam
3719,Saint Kitts And Nevis
3720,Guam
3721,Saint Kitts And Nevis
3722,Vatican City State
3723,Tokelau
3724,Saint Kitts And Nevis
3725,Kyrgyzstan
3726,Guinea-bissau
3727,Costa Rica
3728,Saint Kitts And Nevis
3729,Argentina
3730,Spain
3731,Bahamas
3732,Sudan
3733,Ecuador
3734,Fiji
3735,Egypt
3736,Maldives
3737,Bulgaria
3738,Botswana
3739,Lebanon
3740,Niger
3741,Luxembourg
3742,Hungary
3743,Switzerland
3744,Bosnia And Herzegowina
3745,Yugoslavia
3746,Armenia
3747,Slovenia
3748,Laos
3749,Cote D`ivoire
3750,Botswana
3751,Canada
3752,Lesotho
3753,Macedonia
3754,Marshall Islands
3755,Samoa
3756,Guatemala
3757,Hong Kong
3758,Ghana
3759,Singapore
3760,United Arab Emirates
3761,Italy
3762,Gambia
3763,Norway
3764,Slovenia
3765,Israel
3766,Haiti
3767,Switzerland
3768,Niger
3769,Lesotho
3770,Dominica
3771,Libya
3772,Cocos Islands
3773,Virgin Islands (British)
3774,Tajikistan
3775,Tunisia
3776,Norfolk Island
3777,Guam
3778,Iceland
3779,Cape Verde
3780,Thailand
3781,Uzbekistan
3782,Kyrgyzstan
3783,Tokelau
3784,Equatorial Guinea
3785,Algeria
3786,Bahrain
3787,American Samoa
3788,Kiribati
3789,Bosnia And Herzegowina
3790,Netherlands Antilles
3791,Saint Lucia
3792,Singapore
3793,Dominican Republic
3794,Yugoslavia
3795,Lesotho
3796,Martinique
3797,Northern Mariana Islands
3798,Comoros
3799,Iraq
3800,Sudan
3801,Zambia
3802,French S. Territories
3803,Georgia
3804,Cape Verde
3805,Iceland
3806,Hungary
3807,Zambia
3808,Libya
3809,Mexico
3810,Belarus
3811,Norway
3812,Canada
3813,Israel
3814,Trinidad And Tobago
3815,Madagascar
3816,Eritrea
3817,Namibia
3818,Panama
3819,Italy
3820,Iceland
3821,Egypt
3822,Morocco
3823,Chad
3824,Turkmenistan
3825,Poland
3826,Namibia
3827,Cambodia
3828,Guinea
3829,Comoros
3830,Hungary
3831,Senegal
3832,Somalia
3833,Czech Republic
3834,Virgin Islands (British)
3835,Bahrain
3836,Latvia
3837,Macedonia
3838,Puerto Rico
3839,Philippines
3840,Seychelles
3841,East Timor
3842,Guadeloupe
3843,Viet Nam
3844,Grenada
3845,Hong Kong
3846,St.Pierre
3847,Cape Verde
3848,Christmas Island
3849,French S. Territories
3850,United Kingdom
3851,Yugoslavia
3852,Palau
3853,Burkina Faso
3854,Cook Islands
3855,New Caledonia
3856,Indonesia
3857,Vatican City State
3858,Paraguay
3859,San Marino
3860,Nicaragua
3861,Suriname
3862,Zambia
3863,Georgia
3864,Japan
3865,Turkey
3866,Uganda
3867,French Guiana
3868,Kuwait
3869,Paraguay
3870,Norway
3871,Samoa
3872,Estonia
3873,Burkina Faso
3874,Morocco
3875,Kenya
3876,Guatemala
3877,Mali
3878,Rwanda
3879,Suriname
3880,Yugoslavia
3881,Tuvalu
3882,Nicaragua
3883,Belgium
3884,Suriname
3885,Switzerland
3886,Chad
3887,Israel
3888,Cook Islands
3889,Andorra
3890,Uzbekistan
3891,United States
3892,Grenada
3893,Mexico
3894,Lebanon
3895,Jamaica
3896,Iraq
3897,Russian Federation
3898,United Arab Emirates
3899,Gabon
3900,Hong Kong
3901,Cocos Islands
3902,Malawi
3903,Guam
3904,Fiji
3905,Uganda
3906,Tonga
3907,Dominica
3908,Turkey
3909,Iceland
3910,Finland
3911,Qatar
3912,Virgin Islands (British)
3913,Morocco
3914,Uzbekistan
3915,Japan
3916,Mauritius
3917,Montserrat
3918,Qatar
3919,Andorra
3920,Togo
3921,Syrian Arab Republic
3922,Niue
3923,Slovakia
3924,Swaziland
3925,Solomon Islands
3926,Palau
3927,Cayman Islands
3928,Palau
3929,Armenia
3930,Sudan
3931,Armenia
3932,Indonesia
3933,Puerto Rico
3934,Peru
3935,Cameroon
3936,Lithuania
3937,Romania
3938,New Caledonia
3939,French Polynesia
3940,Cambodia
3941,Malaysia
3942,Ecuador
3943,Zimbabwe
3944,Palau
3945,Czech Republic
3946,Bouvet Island
3947,Czech Republic
3948,Viet Nam
3949,Marshall Islands
3950,Reunion
3951,Egypt
3952,Maldives
3953,Guyana
3954,Luxembourg
3955,Switzerland
3956,Kenya
3957,Sierra Leone
3958,Malaysia
3959,Germany
3960,Bahrain
3961,Solomon Islands
3962,Viet Nam
3963,Norfolk Island
3964,Egypt
3965,Bosnia And Herzegowina
3966,Montserrat
3967,Norway
3968,Bermuda
3969,Dominica
3970,Burundi
3971,Rwanda
3972,Tanzania
3973,New Caledonia
3974,Puerto Rico
3975,Slovenia
3976,Lesotho
3977,Uzbekistan
3978,Tonga
3979,Niue
3980,Kenya
3981,Venezuela
3982,Faroe Islands
3983,Argentina
3984,New Caledonia
3985,Malawi
3986,Mali
3987,Aruba
3988,American Samoa
3989,Guinea-bissau
3990,Chile
3991,Hong Kong
3992,Ukraine
3993,French Polynesia
3994,Libya
3995,Algeria
3996,Andorra
3997,Bouvet Island
3998,Namibia
3999,Australia
4000,East Timor
4001,Bolivia
4002,Nauru
4003,Costa Rica
4004,Nauru
4005,Estonia
4006,Cocos Islands
4007,Niger
4008,Mongolia
4009,Vatican City State
4010,Liberia
4011,Togo
4012,Aruba
4013,Benin
4014,Cuba
4015,Faroe Islands
4016,Saint Kitts And Nevis
4017,Cook Islands
4018,Guadeloupe
4019,French Guiana
4020,St.Pierre
4021,Brazil
4022,Bulgaria
4023,Kenya
4024,Montserrat
4025,Kenya
4026,Liberia
4027,Seychelles
4028,Tanzania
4029,Uganda
4030,Portugal
4031,Afghanistan
4032,Bangladesh
4033,Kuwait
4034,Lithuania
4035,Barbados
4036,Guatemala
4037,Maldives
4038,Netherlands Antilles
4039,Switzerland
4040,Bouvet Island
4041,Nepal
4042,Barbados
4043,Viet Nam
4044,Namibia
4045,Micronesia
4046,Philippines
4047,Antarctica
4048,Djibouti
4049,Denmark
4050,Tunisia
4051,Malawi
4052,Bhutan
4053,Syrian Arab Republic
4054,Somalia
4055,Barbados
4056,Japan
4057,France
4058,Sri Lanka
4059,Japan
4060,Bhutan
4061,Sudan
4062,French Polynesia
4063,Malta
4064,Virgin Islands (U.S.)
4065,Italy
4066,Nauru
4067,Senegal
4068,Saint Lucia
4069,Antigua And Barbuda
4070,Luxembourg
4071,Belarus
4072,Morocco
4073,Finland
4074,Guadeloupe
4075,Lebanon
4076,Montserrat
4077,Antigua And Barbuda
4078,Namibia
4079,Hong Kong
